[run number],maximum-sugar-endowment,minimum-sugar-endowment,visualization,taxation,redistribution,initial-population,[step],avg-gini,starvation,avg-productivity,total-wealth
349,160,120,color-agents-by-decile,uniform-collection,UBI,400,1000,0.0397103870365777,0,152.169675,60677
350,160,130,color-agents-by-decile,uniform-collection,UBI,400,1000,0.0369556498909643,0,157.695275,63637
351,160,140,color-agents-by-decile,uniform-collection,UBI,400,1000,0.0350035206285081,0,163.7218,66049
352,160,150,color-agents-by-decile,uniform-collection,UBI,400,1000,0.0335067712054551,0,166.760925,67404
353,160,160,color-agents-by-decile,uniform-collection,UBI,400,0,0.0350035206285081,0,163.7218,66049
354,160,170,color-agents-by-decile,uniform-collection,UBI,400,0,0.0350035206285081,0,163.7218,66049
355,160,180,color-agents-by-decile,uniform-collection,UBI,400,0,0.0350035206285081,0,163.7218,66049
356,160,190,color-agents-by-decile,uniform-collection,UBI,400,0,0.0350035206285081,0,163.7218,66049
357,160,200,color-agents-by-decile,uniform-collection,UBI,400,0,0.0350035206285081,0,163.7218,66049
358,170,0,color-agents-by-decile,uniform-collection,UBI,400,1000,0.0951328337088388,3,97.91405,39164
359,170,10,color-agents-by-decile,uniform-collection,UBI,400,1000,0.0850083819243567,0,104.2222,41409
360,170,20,color-agents-by-decile,uniform-collection,UBI,400,1000,0.0801348047346548,0,108.79645,42040
361,170,30,color-agents-by-decile,uniform-collection,UBI,400,1000,0.0740200764258244,0,111.850625,45307
362,170,40,color-agents-by-decile,uniform-collection,UBI,400,1000,0.0686216081170263,0,117.93135,46518
363,170,50,color-agents-by-decile,uniform-collection,UBI,400,1000,0.0621210948127052,0,123.778875,51169
364,170,60,color-agents-by-decile,uniform-collection,UBI,400,1000,0.0581668569533027,0,130.466325,51879
